c5,c119,gemma3_4b_it_triplets,phi4mini_instruct_triplets,gemma3_4b_it_triplets_clean,phi4mini_instruct_triplets_clean
20030615012189A,"(-23) ON JUNE 15, 2003 AT APPROXIMATELY 1730 CENTRAL DAYLIGHT TIME, N20553 EXPERIENCED A LOSS OF POWER DURING TAKE ","<N20553, EVENT DISTANCE, -23>
<N20553, TIME PERIOD, JUNE 15, 2003>
<N20553, TIME PERIOD, 1730 CENTRAL DAYLIGHT TIME>
<N20553, HAS EFFECT, LOSS OF POWER>","<N20553, EVENT DISTANCE, -23>
<LOSS OF POWER, TIME PERIOD, JUNE 15, 2003>
<LOSS OF POWER, TIME PERIOD, 1730 CENTRAL DAYLIGHT TIME>","<N20553, EVENT DISTANCE, -23>
<N20553, TIME PERIOD, JUNE 15, 2003>
<N20553, TIME PERIOD, 1730 CENTRAL DAYLIGHT TIME>
<N20553, HAS EFFECT, LOSS OF POWER>","<N20553, EVENT DISTANCE, -23>
<LOSS OF POWER, TIME PERIOD, JUNE 15, 2003>
<LOSS OF POWER, TIME PERIOD, 1730 CENTRAL DAYLIGHT TIME>"
20030620012809I,(-23) PILOT FAILED TO ASSURE THE OIL FILLER CAP WAS SECURE AND TOOK OFF. OIL WAS OBSERVED COMING OUT OF THE ENGINE ,"<PILOT, USED BY, OIL FILLER CAP>
<OIL FILLER CAP, HAS EFFECT, OIL COMING OUT>
<ENGINE, HAS EFFECT, OIL COMING OUT>
<TAKING OFF, FOLLOWED BY, OIL WAS OBSERVED>
<PILOT, INFLUENCED BY, FAILED>","<PILOT, HAS CAUSE, OIL FILLER CAP NOT SECURE>
<PILOT, HAS CAUSE, OIL COMING OUT OF ENGINE>","<PILOT, USED BY, OIL FILLER CAP>
<OIL FILLER CAP, HAS EFFECT, OIL COMING OUT>
<ENGINE, HAS EFFECT, OIL COMING OUT>
<TAKING OFF, FOLLOWED BY, OIL WAS OBSERVED>
<PILOT, INFLUENCED BY, FAILED>","<PILOT, HAS CAUSE, OIL FILLER CAP NOT SECURE>
<PILOT, HAS CAUSE, OIL COMING OUT OF ENGINE>"
20030530013819A,(-23) AIRCRAFT EXPERIENCED LOSS OF ENGINE POWER WHILE IN FLIGHT. PARTIAL POWER WAS RESTORED AND PILOT ATTEMPTED TO ,"<AIRCRAFT, EXPERIENCED, LOSS OF ENGINE POWER>
<AIRCRAFT, TIME PERIOD, WHILE IN FLIGHT>
<PILOT, ATTEMPTED TO, RESTORED PARTIAL POWER>","<(-23) AIRCRAFT, EVENT DISTANCE, LOSS OF ENGINE POWER WHILE IN FLIGHT>
<(-23) AIRCRAFT, HAS EFFECT, RESTORED ENGINE POWER>
<(-23) AIRCRAFT, USED BY, PILOT>","<AIRCRAFT, EXPERIENCED, LOSS OF ENGINE POWER>
<AIRCRAFT, TIME PERIOD, WHILE IN FLIGHT>
<PILOT, ATTEMPTED TO, RESTORED PARTIAL POWER>","<(-23) AIRCRAFT, EVENT DISTANCE, LOSS OF ENGINE POWER WHILE IN FLIGHT>
<(-23) AIRCRAFT, HAS EFFECT, RESTORED ENGINE POWER>
<(-23) AIRCRAFT, USED BY, PILOT>"
20030429010109I,(-23) A MEAL CART RELEASED ON LANDING AND TRAVELED NEARLY TO DOOR #2. THE CART HIT SEVERAL PASSENGERS AS IT TRAVERS,"<MEAL CART, EVENT DISTANCE, DOOR #2>
<MEAL CART, HAS EFFECT, PASSENGERS>
<MEAL CART, TIME PERIOD, LANDING>","<MEAL CART, HAS CAUSE, SEVERAL PASSENGERS>","<MEAL CART, EVENT DISTANCE, DOOR #2>
<MEAL CART, HAS EFFECT, PASSENGERS>
<MEAL CART, TIME PERIOD, LANDING>","<MEAL CART, HAS CAUSE, SEVERAL PASSENGERS>"
20030617034909I,(-23) ^PRIVACY DATA OMITTED^ ON 6/17/2003 N7401P HAD A RIGHT MAIN GEAR FAILURE WHILE LANDING AT FOX FIELD LANCASTER,"<N7401P, INSTANCE OF, PRIVACY DATA>
<N7401P, EVENT DISTANCE, FOX FIELD>
<N7401P, HAS EFFECT, RIGHT MAIN GEAR FAILURE>
<RIGHT MAIN GEAR FAILURE, TIME PERIOD, 6/17/2003>
<FOX FIELD, LOCATION, LANCASTER>","<N7401P, EVENT DISTANCE, RIGHT MAIN GEAR FAILURE>
<N7401P, LOCATION, FOX FIELD LANCASTER>","<N7401P, INSTANCE OF, PRIVACY DATA>
<N7401P, EVENT DISTANCE, FOX FIELD>
<N7401P, HAS EFFECT, RIGHT MAIN GEAR FAILURE>
<RIGHT MAIN GEAR FAILURE, TIME PERIOD, 6/17/2003>
<FOX FIELD, LOCATION, LANCASTER>","<N7401P, EVENT DISTANCE, RIGHT MAIN GEAR FAILURE>
<N7401P, LOCATION, FOX FIELD LANCASTER>"
20030417006539I,"(-23) ON APRIL 17, 2003, AT 19:09 CENTRAL STANDARD TIME, AN EXPERIMENTAL AMATEUR BUILT MODEL BUCKER BU133R, N103S, ","<MODEL BUCKER BU133R, INSTANCE OF, N103S>
<MODEL BUCKER BU133R, TIME PERIOD, APRIL 17, 2003>
<MODEL BUCKER BU133R, TIME PERIOD, 19:09 CENTRAL STANDARD TIME>
<MODEL BUCKER BU133R, EVENT DISTANCE, -23>","<BUCKER BU133R, EVENT DISTANCE, -23>
<BUCKER BU133R, TIME PERIOD, April 17, 2003>
<BUCKER BU133R, TIME PERIOD, 19:09 CENTRAL STANDARD TIME>","<MODEL BUCKER BU133R, INSTANCE OF, N103S>
<MODEL BUCKER BU133R, TIME PERIOD, APRIL 17, 2003>
<MODEL BUCKER BU133R, TIME PERIOD, 19:09 CENTRAL STANDARD TIME>
<MODEL BUCKER BU133R, EVENT DISTANCE, -23>","<BUCKER BU133R, EVENT DISTANCE, -23>
<BUCKER BU133R, TIME PERIOD, April 17, 2003>
<BUCKER BU133R, TIME PERIOD, 19:09 CENTRAL STANDARD TIME>"
20030531037899A,"(-23) ON MAY 31, 2003, APPROXIMATELY 1030 CENTRAL DAYLIGHT TIME, AN AEROTEK PITTS S-2A SINGLE-ENGINE AEROBATIC BI-P","<S-2A, INSTANCE OF, AEROTEK PITTS>
<S-2A, TIME PERIOD, MAY 31, 2003>
<S-2A, TIME PERIOD, 1030 CENTRAL DAYLIGHT TIME>","<AN AEROTEK PITTS S-2A SINGLE-ENGINE AEROBATIC BI-P, TIME PERIOD, 2003>
<AN AEROTEK PITTS S-2A SINGLE-ENGINE AEROBATIC BI-P, EVENT DISTANCE, -23>","<S-2A, INSTANCE OF, AEROTEK PITTS>
<S-2A, TIME PERIOD, MAY 31, 2003>
<S-2A, TIME PERIOD, 1030 CENTRAL DAYLIGHT TIME>","<AN AEROTEK PITTS S-2A SINGLE-ENGINE AEROBATIC BI-P, TIME PERIOD, 2003>
<AN AEROTEK PITTS S-2A SINGLE-ENGINE AEROBATIC BI-P, EVENT DISTANCE, -23>"
20030607012509A,"(-23) THE AIRCRAFT DEPARTED BARTLESVILLE MUNICIPAL AIRPORT (BVO) BARTLESVILLE, OK AT 1147 AM LOCAL TIME FOR A LOCAL","<AIRCRAFT, DEPARTED FROM, BARTLESVILLE MUNICIPAL AIRPORT>
<BARTLESVILLE MUNICIPAL AIRPORT, LOCATION, BARTLESVILLE, OK>
<DEPARTURE TIME, TIME PERIOD, 1147 AM>","<BARTLESVILLE MUNICIPAL AIRPORT, LOCATION, BARTLESVILLE, OK>
<LOCAL FLIGHT, DEPARTURE TIME, 1147 AM LOCAL TIME>","<AIRCRAFT, DEPARTED FROM, BARTLESVILLE MUNICIPAL AIRPORT>
<BARTLESVILLE MUNICIPAL AIRPORT, LOCATION, BARTLESVILLE, OK>
<DEPARTURE TIME, TIME PERIOD, 1147 AM>","<BARTLESVILLE MUNICIPAL AIRPORT, LOCATION, BARTLESVILLE, OK>
<LOCAL FLIGHT, DEPARTURE TIME, 1147 AM LOCAL TIME>"
20030415011469I,"(-23) AFTER GEAR MAINTENANCE AT SWEET WATER, THE EMERGENCY GEAR HANDLE NOT STOWED. PASSENGER SEAT BELT INTERFERED W","<GEAR MAINTENANCE, HAS EFFECT, EMERGENCY GEAR HANDLE NOT STOWED>
<GEAR MAINTENANCE, LOCATION, SWEET WATER>
<EMERGENCY GEAR HANDLE NOT STOWED, HAS EFFECT, PASSENGER SEAT BELT INTERFERED>","<EMERGENCY GEAR HANDLE, NOT STOWED, AFTER GEAR MAINTENANCE AT SWEET WATER>
<EMERGENCY GEAR HANDLE, EVENT DISTANCE, AFTER GEAR MAINTENANCE AT SWEET WATER>
<PASSENGER SEAT BELT, INTERFERED, EMERGENCY GEAR HANDLE>","<GEAR MAINTENANCE, HAS EFFECT, EMERGENCY GEAR HANDLE NOT STOWED>
<GEAR MAINTENANCE, LOCATION, SWEET WATER>
<EMERGENCY GEAR HANDLE NOT STOWED, HAS EFFECT, PASSENGER SEAT BELT INTERFERED>","<EMERGENCY GEAR HANDLE, NOT STOWED, AFTER GEAR MAINTENANCE AT SWEET WATER>
<EMERGENCY GEAR HANDLE, EVENT DISTANCE, AFTER GEAR MAINTENANCE AT SWEET WATER>
<PASSENGER SEAT BELT, INTERFERED, EMERGENCY GEAR HANDLE>"
20030605015579I,(-23) MR. CAMPBELL FLEW HIS AIRCRAFT AFTER THE VACUUM PUMP WAS REMOVED FOR REPLACEMENT. THE MECHANIC (IA) WHO REMOV,"<MR. CAMPBELL, FLEW HIS AIRCRAFT, AIRCRAFT>
<AIRCRAFT, HAS EFFECT, VACUUM PUMP>
<VACUUM PUMP, REMOVED FOR, REPLACEMENT>
<MECHANIC, MAINTAINED BY, AIRCRAFT>","<MR. CAMPBELL, USED BY, AIRCRAFT>
<VACUUM PUMP, REMOVED FOR, REPLACEMENT>
<MECHANIC (IA), USED BY, REMOVAL OF VACUUM PUMP>","<MR. CAMPBELL, FLEW HIS AIRCRAFT, AIRCRAFT>
<AIRCRAFT, HAS EFFECT, VACUUM PUMP>
<VACUUM PUMP, REMOVED FOR, REPLACEMENT>
<MECHANIC, MAINTAINED BY, AIRCRAFT>","<MR. CAMPBELL, USED BY, AIRCRAFT>
<VACUUM PUMP, REMOVED FOR, REPLACEMENT>
<MECHANIC (IA), USED BY, REMOVAL OF VACUUM PUMP>"
20030604011419A,(-23) ROTORCRAFT ATTEMPTED TO LIFT OFF OF TRAILER WHILE THE RIGHT REAR SKID WAS SECURED WITH THE TIEDOWN STRAP. ROT,"<ROTORCRAFT, EVENT DISTANCE, -23>
<ROTORCRAFT, INSTANCE OF, ATTEMPTED TO LIFT OFF>
<RIGHT REAR SKID, SECURED WITH, TIEDOWN STRAP>","<ROTORCRAFT, ATTEMPTED TO, LIFT OFF OF TRAILER>
<RIGHT REAR SKID, SECURED WITH, TIEDOWN STRAP>","<ROTORCRAFT, EVENT DISTANCE, -23>
<ROTORCRAFT, INSTANCE OF, ATTEMPTED TO LIFT OFF>
<RIGHT REAR SKID, SECURED WITH, TIEDOWN STRAP>","<ROTORCRAFT, ATTEMPTED TO, LIFT OFF OF TRAILER>
<RIGHT REAR SKID, SECURED WITH, TIEDOWN STRAP>"
20030328006589I,"(-23) CRUISE FLIGHT 4500 WESTBOUND 4 SOUTH OF INCIDENT SITE ENGINE QUIT. ESTABLISHED MAX GLIDE, FUEL SELECTOR LH, A","<CRUISE FLIGHT 4500, TIME PERIOD, -23>
<CRUISE FLIGHT 4500, FOLLOWED BY, ENGINE QUIT>
<CRUISE FLIGHT 4500, LOCATION, 4 SOUTH OF INCIDENT SITE>","<CRUISE FLIGHT 4500, LOCATION, WESTBOUND>
<CRUISE FLIGHT 4500, EVENT DISTANCE, 4 SOUTH OF INCIDENT SITE>
<CRUISE FLIGHT 4500, MAINTAINED BY, ENGINE QUIT>","<CRUISE FLIGHT 4500, TIME PERIOD, -23>
<CRUISE FLIGHT 4500, FOLLOWED BY, ENGINE QUIT>
<CRUISE FLIGHT 4500, LOCATION, 4 SOUTH OF INCIDENT SITE>","<CRUISE FLIGHT 4500, LOCATION, WESTBOUND>
<CRUISE FLIGHT 4500, EVENT DISTANCE, 4 SOUTH OF INCIDENT SITE>
<CRUISE FLIGHT 4500, MAINTAINED BY, ENGINE QUIT>"
20030603012019I,"(-23) DATE: JUNE 3, 2003 LOGAN INTERNATIONAL AIRPORT BOSTON MA (BOS) 12:35 EDT ASI: DONALD E. SMALL N452FJ DORNIER ","<JUNE 3, 2003, TIME PERIOD, 2003>
<LOGAN INTERNATIONAL AIRPORT BOSTON MA (BOS), LOCATION, BOS>
<N452FJ, INSTANCE OF, DORNIER>
<DONALD E. SMALL, USED BY, N452FJ>","<LOGAN INTERNATIONAL AIRPORT, LOCATION, BOSTON MA (BOS)>
<DATE, TIME PERIOD, JUNE 3, 2003>
<ASI, NAME, DONALD E. SMALL>
<ASI, AIRCRAFT, N452FJ>
<ASI, AIRCRAFT, DORNIER>","<JUNE 3, 2003, TIME PERIOD, 2003>
<LOGAN INTERNATIONAL AIRPORT BOSTON MA (BOS), LOCATION, BOS>
<N452FJ, INSTANCE OF, DORNIER>
<DONALD E. SMALL, USED BY, N452FJ>","<LOGAN INTERNATIONAL AIRPORT, LOCATION, BOSTON MA (BOS)>
<DATE, TIME PERIOD, JUNE 3, 2003>
<ASI, NAME, DONALD E. SMALL>
<ASI, AIRCRAFT, N452FJ>
<ASI, AIRCRAFT, DORNIER>"
20030531012049I,"(-23) WHILE ENROUTE FROM DENVER CENTENNIAL (APA) TO PUEBLO CO (PUB), APPROXIMATELY 7 MILES SOUTH OF APA, PILOT CONT","<DENVER CENTENNIAL, LOCATION, APA>
<PUEBLO CO, LOCATION, APA>
<APPROXIMATELY 7 MILES SOUTH OF APA, EVENT DISTANCE, APA>",,"<DENVER CENTENNIAL, LOCATION, APA>
<PUEBLO CO, LOCATION, APA>
<APPROXIMATELY 7 MILES SOUTH OF APA, EVENT DISTANCE, APA>",
20030605015429A,"(-23) ENROUTE TO MUSCLE SHOALS ALA. (MSL) FROM REFORM ALA. (3M8) AT 3000 FEET, MR. RICHARDSON EXPERIENCED LOSS OF R","<MUSCLE SHOALS ALA. (MSL), LOCATION, REFORM ALA. (3M8)>
<RICHARDSON, ENROUTE TO, MUSCLE SHOALS ALA. (MSL)>
<RICHARDSON, EVENT DISTANCE, REFORM ALA. (3M8)>
<RICHARDSON, ALTITUDE, 3000 FEET>
<LOSS OF R, HAS CAUSE, RICHARDSON>","<ENROUTE, LOCATION, MUSCLE SHOALS ALA. (MSL)>
<ENROUTE, EVENT DISTANCE, 3000 FEET>
<ENROUTE, MAINTAINED BY, MR. RICHARDSON>","<MUSCLE SHOALS ALA. (MSL), LOCATION, REFORM ALA. (3M8)>
<RICHARDSON, ENROUTE TO, MUSCLE SHOALS ALA. (MSL)>
<RICHARDSON, EVENT DISTANCE, REFORM ALA. (3M8)>
<RICHARDSON, ALTITUDE, 3000 FEET>
<LOSS OF R, HAS CAUSE, RICHARDSON>","<ENROUTE, LOCATION, MUSCLE SHOALS ALA. (MSL)>
<ENROUTE, EVENT DISTANCE, 3000 FEET>
<ENROUTE, MAINTAINED BY, MR. RICHARDSON>"
20030515010309A,"(-23) THE PILOT WROTE, ""WHILE LEVELING OFF AT 700 FT AGL I FELT A VIBRATION IN THE ROTOR SYSTEM. AFTER CONFIRMING A","<PILOT, WROTE, ""WHILE LEVELING OFF AT 700 FT AGL"">
<VIBRATION, HAS CAUSE, ROTOR SYSTEM>","<VIBRATION IN THE ROTOR SYSTEM, EVENT DISTANCE, 700 FT AGL>","<PILOT, WROTE, ""WHILE LEVELING OFF AT 700 FT AGL"">
<VIBRATION, HAS CAUSE, ROTOR SYSTEM>","<VIBRATION IN THE ROTOR SYSTEM, EVENT DISTANCE, 700 FT AGL>"
20030725018199A,(-23) CANOPY WAS NOT SECURED PROPERLY PRIOR TO TAKE-OFF AND OPENED IN FLIGHT JUST AFTER ROTATION. PILOT LOST CONTRO,"<CANOPY, HAS EFFECT, OPENED IN FLIGHT>
<CANOPY, TIME PERIOD, PRIOR TO TAKE-OFF>
<PILOT, USED BY, CONTRO>","<CANOPY, EVENT DISTANCE, TAKE-OFF>
<CANOPY, EVENT DISTANCE, ROTATION>
<CANOPY, EVENT DISTANCE, FLIGHT>
<PILOT, LOST CONTRO, CANOPY>","<CANOPY, HAS EFFECT, OPENED IN FLIGHT>
<CANOPY, TIME PERIOD, PRIOR TO TAKE-OFF>
<PILOT, USED BY, CONTRO>","<CANOPY, EVENT DISTANCE, TAKE-OFF>
<CANOPY, EVENT DISTANCE, ROTATION>
<CANOPY, EVENT DISTANCE, FLIGHT>
<PILOT, LOST CONTRO, CANOPY>"
20030710018909A,(-23) THE PILOT FORGOT OR OVERLOOKED REMOVING THE RIGHT AILERON TO FLAP GUST LOCK DURING THE PREFLIGHT. AT ROTATION,"<PILOT, FORGOT, RIGHT AILERON>
<RIGHT AILERON, REMOVING, FLAP GUST LOCK>
<PREFLIGHT, FOLLOWED BY, ROTATION>","<PILOT, EVENT DISTANCE, REMOVING THE RIGHT AILERON TO FLAP GUST LOCK DURING THE PREFLIGHT>
<PILOT, EVENT DISTANCE, ROTATION>","<PILOT, FORGOT, RIGHT AILERON>
<RIGHT AILERON, REMOVING, FLAP GUST LOCK>
<PREFLIGHT, FOLLOWED BY, ROTATION>","<PILOT, EVENT DISTANCE, REMOVING THE RIGHT AILERON TO FLAP GUST LOCK DURING THE PREFLIGHT>
<PILOT, EVENT DISTANCE, ROTATION>"
20030720015809A,"(-23) ON TAKEOFF, AIRCRAFT PITCHED UP TO AN EXCESSIVE NOSE HIGH ATTITUDE, THEN HIT THE GROUND HARD, SKIDDED TO A ST","<TAKE OFF, HAS CAUSE, EXCESSIVE NOSE HIGH ATTITUDE>
<TAKE OFF, HAS EFFECT, HIT THE GROUND HARD>
<TAKE OFF, HAS EFFECT, SKIDDED>","<EXCESSIVE NOSE HIGH ATTITUDE, EVENT DISTANCE, (-23)>
<SKIDDED, EVENT DISTANCE, GROUND>","<TAKE OFF, HAS CAUSE, EXCESSIVE NOSE HIGH ATTITUDE>
<TAKE OFF, HAS EFFECT, HIT THE GROUND HARD>
<TAKE OFF, HAS EFFECT, SKIDDED>","<EXCESSIVE NOSE HIGH ATTITUDE, EVENT DISTANCE, (-23)>
<SKIDDED, EVENT DISTANCE, GROUND>"
20030720036259A,"(-23) ^PRIVACY DATA OMITTED^ PILOT STATED THAT AFTER TAKEOFF FROM RUNWAY 26 AT DAHL CREEK, ALASKA HIS AIRCRAFT ENGI","<AIRCRAFT, TAKEOFF FROM, RUNWAY 26>
<AIRCRAFT, LOCATION, DAHL CREEK>
<AIRCRAFT, LOCATION, ALASKA>","<TAKEOFF, LOCATION, RUNWAY 26 AT DAHL CREEK, ALASKA>","<AIRCRAFT, TAKEOFF FROM, RUNWAY 26>
<AIRCRAFT, LOCATION, DAHL CREEK>
<AIRCRAFT, LOCATION, ALASKA>","<TAKEOFF, LOCATION, RUNWAY 26 AT DAHL CREEK, ALASKA>"
20030723018029I,(-23) AIRCRAFT WAS BEING MARSHALLED TO PARKING POSITION A52J ON CONCOURSE 1 EAST RAMP. THE PAINTED TAXI LINES AT TH,"<AIRCRAFT, LOCATION, CONCOURSE 1 EAST RAMP>
<AIRCRAFT, PART OF, PARKING POSITION A52J>","<(-23) AIRCRAFT, LOCATION, CONCOURSE 1 EAST RAMP>
<(-23) AIRCRAFT, USED BY, TAXI LINES>","<AIRCRAFT, LOCATION, CONCOURSE 1 EAST RAMP>
<AIRCRAFT, PART OF, PARKING POSITION A52J>","<(-23) AIRCRAFT, LOCATION, CONCOURSE 1 EAST RAMP>
<(-23) AIRCRAFT, USED BY, TAXI LINES>"
20030810020329A,"(-23) N4975B WHEN LANDING ON RUNWAY 22, AVON PARK, FL, AIRCRAFT RAN INTO APPROX. (1) FOOT OF STANDING WATER ON THE ","<N4975B, LOCATION, AVON PARK>
<N4975B, EVENT DISTANCE, 1 FOOT>
<N4975B, FOLLOWED BY, RAN INTO STANDING WATER>","<AVIONICS, USED BY, AIRCRAFT>
<AVIONICS, LOCATION, RUNWAY 22, AVON PARK, FL>
<AVIONICS, EVENT DISTANCE, APPROX. (1) FOOT OF STANDING WATER>","<N4975B, LOCATION, AVON PARK>
<N4975B, EVENT DISTANCE, 1 FOOT>
<N4975B, FOLLOWED BY, RAN INTO STANDING WATER>","<AVIONICS, USED BY, AIRCRAFT>
<AVIONICS, LOCATION, RUNWAY 22, AVON PARK, FL>
<AVIONICS, EVENT DISTANCE, APPROX. (1) FOOT OF STANDING WATER>"
20030714017999I,"(-23) AFTER LEVELING OFF AT A CRUISING ALTITUDE OF 5000 FT IN IMC CONDITIONS, THE PILOT STATED THAT THE ENGINE BEGA","<ENGINE, STARTED BY, PILOT>
<PILOT, TIME PERIOD, IMC CONDITIONS>
<CRUISING ALTITUDE, HAS EFFECT, 5000 FT>","<ENGINE BEGA, EVENT DISTANCE, AFTER LEVELING OFF AT A CRUISING ALTITUDE OF 5000 FT IN IMC CONDITIONS>","<ENGINE, STARTED BY, PILOT>
<PILOT, TIME PERIOD, IMC CONDITIONS>
<CRUISING ALTITUDE, HAS EFFECT, 5000 FT>","<ENGINE BEGA, EVENT DISTANCE, AFTER LEVELING OFF AT A CRUISING ALTITUDE OF 5000 FT IN IMC CONDITIONS>"
20030702030429A,(-23) ENGINE WAS NOT RUNNING PROPERLY DURING TAKEOFF. PILOT CONTINUED THE TAKE OFF AND THE ENGINE FAILED AT APPROXI,"<ENGINE, HAS CAUSE, TAKEOFF>
<ENGINE, HAS EFFECT, FAILED>
<TAKE OFF, EVENT DISTANCE, -23>","<ENGINE, HAS CAUSE, NOT RUNNING PROPERLY>
<TAKEOFF, EVENT DISTANCE, ENGINE FAILED>","<ENGINE, HAS CAUSE, TAKEOFF>
<ENGINE, HAS EFFECT, FAILED>
<TAKE OFF, EVENT DISTANCE, -23>","<ENGINE, HAS CAUSE, NOT RUNNING PROPERLY>
<TAKEOFF, EVENT DISTANCE, ENGINE FAILED>"
20030910027319A,"(-23) ON SEPTEMBER 10, 2003 AT APPROXIMATELY 1400 LOCAL TIME, MR. BIRD WATER TAXIED THE AIRCRAFT FROM BROWN'S SEAPL","<SEPTEMBER 10, 2003, TIME PERIOD, 1400 LOCAL TIME>
<MR. BIRD, USED BY, AIRCRAFT>
<AIRCRAFT, LOCATION, BROWN'S SEAPL>","<MR. BIRD WATER, USED BY, AIRCRAFT>
<MR. BIRD WATER, LOCATION, BROWN'S SEAPL>
<MR. BIRD WATER, TIME, SEPTEMBER 10, 2003>
<MR. BIRD WATER, TIME, 1400 LOCAL TIME>","<SEPTEMBER 10, 2003, TIME PERIOD, 1400 LOCAL TIME>
<MR. BIRD, USED BY, AIRCRAFT>
<AIRCRAFT, LOCATION, BROWN'S SEAPL>","<MR. BIRD WATER, USED BY, AIRCRAFT>
<MR. BIRD WATER, LOCATION, BROWN'S SEAPL>
<MR. BIRD WATER, TIME, SEPTEMBER 10, 2003>
<MR. BIRD WATER, TIME, 1400 LOCAL TIME>"
20030706013569I,"(-23) AT ABOUT 5 PM SUNDAY JULY 6, 2003 THE PILOT DEPARTED TRIDENT BASIN NORTHBOUND WITH ONE PASSENGER. AFTER TAKEO","<EVENT, TIME PERIOD, JULY 6, 2003>
<EVENT, TIME PERIOD, 5 PM>
<PILOT, DEPARTED FROM, TRIDENT BASIN>
<PILOT, FOLLOWED BY, NORTHBOUND>
<PILOT, HAS PASSENGER, ONE PASSENGER>","<TRIDENT BASIN, LOCATION, -23>
<TRIDENT BASIN, TIME PERIOD, 2003>
<TRIDENT BASIN, EVENT DISTANCE, 5 PM SUNDAY JULY 6, 2003>
<TRIDENT BASIN, USED BY, PILOT>
<TRIDENT BASIN, USED BY, PASSENGER>","<EVENT, TIME PERIOD, JULY 6, 2003>
<EVENT, TIME PERIOD, 5 PM>
<PILOT, DEPARTED FROM, TRIDENT BASIN>
<PILOT, FOLLOWED BY, NORTHBOUND>
<PILOT, HAS PASSENGER, ONE PASSENGER>","<TRIDENT BASIN, LOCATION, -23>
<TRIDENT BASIN, TIME PERIOD, 2003>
<TRIDENT BASIN, EVENT DISTANCE, 5 PM SUNDAY JULY 6, 2003>
<TRIDENT BASIN, USED BY, PILOT>
<TRIDENT BASIN, USED BY, PASSENGER>"
20030622012009I,(-23) THE PILOT OF N17655 BE-55 DECLARED AN EMERGENCY ON TAKEOFF WHEN PASSENGER NOTICED OIL STREAKS ON THE LEFT ENG,"<N17655 BE-55, PILOT, -23>
<N17655 BE-55, EVENT DISTANCE, TAKEOFF>
<OIL STREAKS, HAS EFFECT, EMERGENCY>","<PILOT OF N17655 BE-55, DECLARED, EMERGENCY ON TAKEOFF>
<EMERGENCY, CAUSE, OIL STREAKS ON THE LEFT ENGINE>","<N17655 BE-55, PILOT, -23>
<N17655 BE-55, EVENT DISTANCE, TAKEOFF>
<OIL STREAKS, HAS EFFECT, EMERGENCY>","<PILOT OF N17655 BE-55, DECLARED, EMERGENCY ON TAKEOFF>
<EMERGENCY, CAUSE, OIL STREAKS ON THE LEFT ENGINE>"
20030725022279I,"(-23) ON TAKE OFF THE NOSE WHEEL OF FEDEX FLIGHT 1238, AN A300 AIRBUS STRUCK A RED FLAGGED ITEM LOCATED ON THE CENT","<FEDEX FLIGHT 1238, INSTANCE OF, A300 AIRBUS>
<FEDEX FLIGHT 1238, EVENT DISTANCE, -23>
<NOSE WHEEL, PART OF, FEDEX FLIGHT 1238>
<RED FLAGGED ITEM, LOCATION, CENT>","<NOSE WHEEL OF FEDEX FLIGHT 1238, EVENT DISTANCE, -23>
<RED FLAGGED ITEM, LOCATION, CENT>","<FEDEX FLIGHT 1238, INSTANCE OF, A300 AIRBUS>
<FEDEX FLIGHT 1238, EVENT DISTANCE, -23>
<NOSE WHEEL, PART OF, FEDEX FLIGHT 1238>
<RED FLAGGED ITEM, LOCATION, CENT>","<NOSE WHEEL OF FEDEX FLIGHT 1238, EVENT DISTANCE, -23>
<RED FLAGGED ITEM, LOCATION, CENT>"
20030716016929I,"(-23) ON JULY 16, 2003, N1674T, A CESSNA 414, PILOTED BY BENJAMIN BELL WAS TAXIING FOR TAKE-OFF AT HANOVER COUNTY A","<N1674T, INSTANCE OF, CESSNA 414>
<N1674T, PILOTED BY, BENJAMIN BELL>
<July 16, 2003, TIME PERIOD, 2003>
<July 16, 2003, EVENT DISTANCE, Hanover County>","<N1674T, EVENT DISTANCE, (-23)>
<BENJAMIN BELL, USED BY, N1674T>
<N1674T, LOCATION, HANOVER COUNTY>
<DATE, TIME PERIOD, JULY 16, 2003>","<N1674T, INSTANCE OF, CESSNA 414>
<N1674T, PILOTED BY, BENJAMIN BELL>
<July 16, 2003, TIME PERIOD, 2003>
<July 16, 2003, EVENT DISTANCE, Hanover County>","<N1674T, EVENT DISTANCE, (-23)>
<BENJAMIN BELL, USED BY, N1674T>
<N1674T, LOCATION, HANOVER COUNTY>
<DATE, TIME PERIOD, JULY 16, 2003>"
